Make,Year,Condition,Mileage,Price,Seller Rating,Interior color,Drivetrain,Min MPG,Max MPG,Fuel type,Engine Size (L),Accidents or damage,1-owner vehicle
Lexus,2018,Used,45674.0,58988.0,4.7,Black ,4WD,13.0,18.0,Gasoline ,5.7,0.0,False
Audi,2014,Used,43906.0,15973.0,4.1,Black ,AWD,20.0,29.0,Gasoline ,2.0,0.0,True
Audi,2018,Used,71542.0,20884.0,4.1,Black ,AWD,24.0,34.0,Gasoline ,2.0,0.0,True
Audi,2023,Certified,9092.0,40744.0,4.1,Black ,AWD,24.0,32.0,Gasoline ,2.0,0.0,True
Audi,2021,Used,18163.0,27844.0,4.1,Black ,AWD,24.0,31.0,Gasoline ,2.0,0.0,True
Audi,2020,Used,30255.0,51844.0,4.1,Black ,AWD,18.0,28.0,Gasoline ,2.9,0.0,True
Chevrolet,2021,Certified,24827.0,32577.0,4.1,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,False
Cadillac,2020,Used,36045.0,28538.0,4.8,Cirrus ,AWD,21.0,26.0,Gasoline ,2.0,0.0,True
Buick,2017,Used,105451.0,14995.0,4.381503720140973,Ebony ,FWD,25.0,33.0,Gasoline ,1.4,0.0,False
Lexus,2019,Used,51204.0,33000.0,4.5,Black ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
Cadillac,2017,Used,70849.0,33500.0,4.4,Jet Black ,AWD,18.0,27.0,Gasoline ,3.6,1.0,False
Nissan,2019,Used,67492.0,24500.0,4.381503720140973,Gray ,RWD,0.0,0.0,Gasoline ,4.0,0.0,True
Hyundai,2022,Used,6900.0,18000.0,4.381503720140973,– ,FWD,20.59922502075837,28.0,Gasoline ,1.6,0.0,True
Honda,2018,Used,82407.0,14500.0,4.381503720140973,Black ,FWD,20.59922502075837,28.0,Plug-In Hybrid ,1.5,1.0,False
Cadillac,2019,Used,51785.0,37999.0,4.9,Black ,AWD,18.0,27.0,Gasoline ,3.6,1.0,False
Cadillac,2023,Used,11389.0,46888.0,4.9,Cirrus ,AWD,18.0,25.0,Gasoline ,3.6,0.0,False
Mazda,2021,Used,6775.0,28398.0,4.6,Black ,RWD,26.0,34.0,Gasoline ,2.0,0.0,True
Audi,2016,Used,43304.0,49800.0,4.381503720140973,Black w/ Red Accents ,AWD,15.0,25.0,Gasoline ,4.0,1.0,False
BMW,2023,Used,6543.0,93797.0,4.8,Silverstone ,AWD,13.0,18.0,Gasoline ,4.4,0.0,True
Ferrari,2023,Certified,285.0,329999.0,4.381503720140973,Nero ,RWD,16.0,23.0,Gasoline ,3.9,0.0,True
Ford,2023,New,49.0,62215.0,4.6,Dark Palazzo Gray ,AWD,0.0,0.0,Gasoline ,3.5,0.0,others
Lexus,2014,Used,107573.0,14995.0,3.7,Black ,FWD,43.0,40.0,Gasoline ,1.8,1.0,False
Lexus,2022,Used,15435.0,48988.0,4.9,Black ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
Jaguar,2015,Used,122606.0,17995.0,3.7,Black ,RWD,18.0,27.0,Gasoline ,3.0,1.0,False
Jaguar,2019,Used,77256.0,28980.0,3.8,– ,RWD,18.0,27.0,Gasoline ,3.0,0.0,False
McLaren,2023,Used,207.0,239911.0,3.9,– ,RWD,20.59922502075837,28.0,Hybrid ,3.0,0.0,True
Honda,2018,Used,90009.0,16999.0,4.381503720140973,Black ,FWD,44.0,40.0,Hybrid ,1.5,0.0,False
Lexus,2019,Used,66916.0,25000.0,4.6,Black ,RWD,21.0,30.0,Gasoline ,2.0,0.0,False
Cadillac,2016,Used,57508.0,25988.0,4.7,Cinnamon ,AWD,18.0,27.0,Gasoline ,3.6,0.0,False
Nissan,2023,New,2.0,47785.0,4.7,Charcoal ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Lexus,2017,Used,101668.0,21999.0,4.381503720140973,Black ,AWD,19.0,26.0,Gasoline ,3.5,1.0,False
Honda,2019,Used,30330.0,22999.0,4.381503720140973,Black ,FWD,28.0,38.0,Gasoline ,1.5,0.0,True
Nissan,2020,Used,40876.0,22852.0,4.3,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Porsche,2019,Used,38245.0,56888.0,4.3,Black ,RWD,21.0,28.0,Gasoline ,2.0,0.0,True
Cadillac,2022,Used,56192.0,28560.0,4.3,Black ,AWD,21.0,27.0,Gasoline ,3.6,0.0,True
Volvo,2015,Used,50724.0,16900.0,4.7,Sandstone Beige ,AWD,19.0,28.0,Gasoline ,3.0,0.0,True
BMW,2016,Used,66520.0,36400.0,4.3,Silverstone ,AWD,14.0,19.0,Gasoline ,4.4,0.0,False
Mercedes-Benz,2020,Used,28059.0,37888.0,4.3,Black ,AWD,24.0,31.0,Gasoline ,2.0,0.0,True
Chevrolet,2019,Used,68378.0,16800.0,4.7,Jet Black ,FWD,26.0,32.0,Gasoline ,1.5,0.0,False
Cadillac,2020,Used,71183.0,36950.0,4.5,Black ,AWD,18.0,27.0,Gasoline ,3.6,1.0,False
Volkswagen,2017,Used,35485.0,28486.0,4.9,Dune ,FWD,24.0,31.0,Gasoline ,1.8,1.0,False
Cadillac,2019,Used,56980.0,24400.0,4.5,Jet Black ,AWD,22.0,29.0,Gasoline ,2.0,0.0,False
Volvo,2019,Used,53832.0,37686.0,4.7,Maroon Brown ,AWD,21.0,31.0,Gasoline ,2.0,0.0,True
Audi,2021,Used,57532.0,26280.0,4.5,Black ,AWD,23.0,28.0,Gasoline ,2.0,0.0,False
Jeep,2020,Used,17397.0,22998.0,4.381503720140973,Black ,4WD,29.0,29.0,Gasoline ,1.3,0.0,others
Jeep,2019,Used,68559.0,21295.0,4.381503720140973,Black ,4WD,21.0,29.0,Gasoline ,2.4,1.0,False
Toyota,2014,Used,61846.0,33875.0,4.9,Dark Charcoal ,4WD,17.0,20.0,Gasoline ,4.0,0.0,False
Chevrolet,2021,Used,19425.0,20500.0,4.2,Jet Black ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Audi,2021,Used,23625.0,48880.0,4.7,Black ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,True
BMW,2015,Used,96190.0,48998.0,5.0,Black ,AWD,14.0,19.0,Gasoline ,4.4,0.0,False
McLaren,2022,Used,935.0,189800.0,4.7,BLUE ,RWD,15.0,22.0,Gasoline ,4.0,0.0,False
Chevrolet,2021,Used,15467.0,15795.0,4.1,Black ,FWD,24.0,32.0,Gasoline ,1.4,0.0,True
Honda,2018,Used,103231.0,15695.0,4.7,GRAY ,FWD,0.0,0.0,Hybrid ,1.5,1.0,True
BMW,2023,Certified,7138.0,48995.0,4.5,Mocha ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,True
Porsche,2023,Certified,818.0,259991.0,4.8,Black ,RWD,15.0,19.0,Gasoline ,4.0,0.0,True
Audi,2014,Used,57700.0,49000.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Gasoline ,4.0,1.0,False
Toyota,2022,Used,21841.0,42500.0,4.6,Black ,AWD,20.59922502075837,28.0,Hybrid ,2.5,0.0,True
BMW,2023,Used,4366.0,50888.0,4.1,Beige ,AWD,20.59922502075837,28.0,Hybrid ,2.0,1.0,False
Cadillac,2021,Used,12706.0,28277.0,4.1,Light Platinum/Jet Black ,FWD,24.0,30.0,Gasoline ,2.0,0.0,True
Nissan,2023,New,27.0,63578.0,4.7,Black ,4WD,13.0,18.0,Gasoline ,5.6,0.0,others
Lexus,2020,Used,86986.0,31951.0,4.381503720140973,Gray ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
BMW,2018,Used,83306.0,30890.0,4.9,Mocha ,AWD,16.0,25.0,Gasoline ,4.4,0.0,False
Nissan,2019,Used,43895.0,23786.0,4.4,– ,AWD,20.0,28.0,Gasoline ,3.5,0.0,others
Kia,2017,Used,99378.0,12995.0,5.0,– ,AWD,21.0,25.0,Gasoline ,2.4,0.0,True
Cadillac,2019,Used,102318.0,26500.0,4.4,Dark Auburn ,AWD,18.0,26.0,Gasoline ,3.0,0.0,False
Porsche,2020,Certified,16388.0,127994.0,4.6,Black ,RWD,16.0,23.0,Gasoline ,4.0,0.0,False
Volvo,2018,Used,82454.0,20950.0,4.381503720140973,Charcoal ,AWD,23.0,32.0,Gasoline ,2.0,0.0,False
Subaru,2020,Used,43770.0,34888.0,4.8,Black ,AWD,16.0,22.0,Gasoline ,2.5,1.0,True
Rivian,2023,Used,5725.0,77472.0,4.7,Black Mountain ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Rivian,2022,Used,18673.0,71972.0,4.7,Black Mountain ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Honda,2018,Used,63773.0,20999.0,4.6,Black ,FWD,20.59922502075837,28.0,Hybrid ,1.5,0.0,False
Lexus,2017,Used,78817.0,28995.0,4.1,TAN ,RWD,16.0,24.0,Gasoline ,4.6,1.0,True
Lexus,2020,Used,39055.0,31157.0,4.0,Sport ,AWD,18.0,24.0,Gasoline ,3.5,0.0,True
BMW,2021,Used,23418.0,35999.0,4.8,Black ,AWD,23.0,32.0,Gasoline ,2.0,0.0,False
BMW,2023,Certified,14261.0,47991.0,4.7,Mocha ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,False
BMW,2020,Used,42763.0,44000.0,4.9,Black ,AWD,18.0,25.0,Gasoline ,4.4,1.0,False
Kia,2023,Used,19100.0,23979.0,4.8,Black ,FWD,25.0,32.0,Gasoline ,2.5,0.0,True
Lexus,2016,Used,33400.0,26988.0,4.9,Flaxen ,AWD,19.0,26.0,Gasoline ,3.5,0.0,False
Porsche,2023,Certified,7010.0,99000.0,4.9,Black ,RWD,19.0,24.0,Gasoline ,2.5,0.0,False
BMW,2023,Used,11753.0,51351.0,4.7,Black ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,False
Volkswagen,2014,Used,97038.0,10980.0,4.6,Titan Black ,FWD,29.0,39.0,Diesel ,2.0,1.0,False
BMW,2022,Used,15236.0,63700.0,4.9,Black ,AWD,17.0,25.0,Gasoline ,4.4,0.0,True
Ford,2016,Used,116359.0,14900.0,4.381503720140973,Other ,4WD,16.0,23.0,Gasoline ,3.5,0.0,True
Kia,2018,Used,90624.0,14945.0,4.2,Black ,AWD,0.0,0.0,Gasoline ,2.0,1.0,False
Lexus,2019,Used,35947.0,30555.0,4.3,Black ,AWD,19.0,0.0,Gasoline ,3.5,0.0,True
Lexus,2018,Used,49232.0,24400.0,4.381503720140973,Black ,RWD,22.0,32.0,Gasoline ,2.0,0.0,False
Mercedes-Benz,2016,Used,79580.0,34999.0,4.2,Black ,AWD,17.0,23.0,Gasoline ,3.0,0.0,False
Jeep,2020,Used,87713.0,18490.0,4.3,Black ,4WD,22.0,30.0,Gasoline ,2.4,1.0,True
Cadillac,2018,Used,74484.0,27950.0,4.5,Light Platinum ,AWD,18.0,27.0,Gasoline ,3.6,1.0,False
Buick,2019,Used,32729.0,27488.0,4.5,Shale ,AWD,17.0,25.0,Gasoline ,3.6,1.0,False
Jaguar,2020,Used,36890.0,28987.0,4.4,Ebony/Ebony ,AWD,21.0,27.0,Gasoline ,2.96465882923282,0.0,False
Volkswagen,2015,Used,82903.0,15905.0,4.381503720140973,Titan Black ,FWD,25.0,35.0,Gasoline ,1.8,0.0,False
BMW,2022,Used,9091.0,36998.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,False
Volvo,2018,Used,115289.0,19500.0,4.381503720140973,Blond ,AWD,22.0,31.0,Gasoline ,2.0,0.0,False
Jeep,2021,Used,57860.0,20709.0,4.4,Black ,4WD,22.0,30.0,Gasoline ,2.4,0.0,True
Nissan,2014,Used,17860.0,92800.0,4.7,Red Amber ,AWD,16.0,23.0,Gasoline ,3.8,0.0,False
Volvo,2020,Used,21375.0,43475.0,4.9,Charcoal ,AWD,21.0,31.0,Gasoline ,2.0,1.0,True
Jeep,2020,Used,18209.0,22174.0,4.4,Black ,FWD,22.0,31.0,Gasoline ,2.4,0.0,True
Lexus,2019,Used,47511.0,38495.0,4.9,Gray ,AWD,18.0,25.0,Gasoline ,3.5,0.0,False
Kia,2018,Used,115886.0,16995.0,4.381503720140973,Black ,AWD,21.0,25.0,Gasoline ,2.4,0.0,False
Chevrolet,2019,Used,13219.0,24940.0,4.2,Jet Black ,FWD,20.0,26.0,Gasoline ,3.6,1.0,False
Mercedes-Benz,2020,Certified,18209.0,68999.0,4.7,Black ,AWD,16.0,22.0,Gasoline ,4.0,0.0,False
Cadillac,2018,Used,71582.0,29498.0,5.0,Brown ,AWD,18.0,26.0,Gasoline ,3.0,0.0,False
Lexus,2022,Used,36585.0,45450.0,4.8,Black ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
Volkswagen,2020,Used,38349.0,20350.0,4.8,– ,FWD,23.0,34.0,Gasoline ,2.0,0.0,False
Lexus,2017,Used,103707.0,21498.0,5.0,– ,AWD,19.0,26.0,Gasoline ,3.5,0.0,False
BMW,2021,Certified,23932.0,39980.0,4.7,Black ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,True
Rivian,2023,Used,2112.0,82580.0,4.7,Black Mountain ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Volvo,2023,Certified,5743.0,54632.0,3.8,Charcoal ,AWD,23.0,32.0,Gasoline ,2.0,0.0,True
Lexus,2019,Used,99417.0,27995.0,4.7,Black ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
Cadillac,2018,Used,70885.0,26495.0,4.6,Black ,RWD,22.0,30.0,Gasoline ,2.0,1.0,False
BMW,2021,Certified,29194.0,40488.0,4.1,Black ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,True
Toyota,2022,Used,18033.0,23577.0,4.5,– ,FWD,31.0,33.0,Gasoline ,2.0,1.0,True
Honda,2018,Used,73350.0,16998.0,4.0,– ,FWD,30.0,38.0,Gasoline ,1.5,1.0,True
Mazda,2019,Used,22055.0,22495.0,4.8,Black ,FWD,23.0,31.0,Gasoline ,2.5,0.0,True
BMW,2023,Used,13979.0,89999.0,4.6,Ivory White ,AWD,16.0,21.0,Gasoline ,4.4,0.0,True
Mercedes-Benz,2018,Used,74000.0,40000.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Gasoline ,4.0,0.0,False
Ford,2014,Used,108069.0,8595.0,4.381503720140973,Gray ,FWD,42.0,37.0,Hybrid ,2.0,0.0,False
Chevrolet,2023,Used,14729.0,22979.0,4.9,Medium Ash Gray ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Nissan,2016,Used,72860.0,12997.0,4.9,Charcoal ,AWD,25.0,32.0,Gasoline ,2.5,1.0,False
BMW,2019,Used,24921.0,24491.0,4.2,Deka Dark ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Nissan,2020,Used,31068.0,22499.0,4.5,Charcoal ,AWD,25.0,32.0,Gasoline ,2.5,0.0,False
Rivian,2023,Used,4127.0,72981.0,4.8,Ocean Coast ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Nissan,2017,Used,104618.0,14291.0,4.2,Graphite ,FWD,21.0,28.0,Gasoline ,3.5,0.0,False
Toyota,2017,Used,165000.0,9999.0,4.381503720140973,Black ,FWD,20.59922502075837,28.0,Hybrid ,2.5,1.0,False
Chevrolet,2018,Used,80000.0,7998.0,4.381503720140973,Black ,FWD,20.59922502075837,28.0,Gasoline ,1.4,1.0,False
Toyota,2021,Used,21194.0,41745.0,5.0,– ,AWD,20.59922502075837,28.0,Hybrid ,2.5,0.0,False
BMW,2020,Used,59183.0,32782.0,4.7,Black ,AWD,21.0,27.0,Gasoline ,3.0,1.0,True
Land,2014,Used,98850.0,22995.0,5.0,Ebony ,4WD,14.0,19.0,Gasoline ,5.0,0.0,False
Ford,2017,Used,121619.0,13995.0,4.6,Black ,RWD,21.0,30.0,Gasoline ,2.3,1.0,False
Honda,2023,Used,6326.0,46914.0,3.9,Black / Red ,FWD,22.0,28.0,Gasoline ,2.0,0.0,True
Jaguar,2020,Used,28628.0,29995.0,4.1,Ebony / Ebony ,AWD,21.0,27.0,Gasoline ,2.0,0.0,True
Chevrolet,2021,Used,64035.0,17800.0,4.7,Jet Black ,FWD,26.0,31.0,Gasoline ,1.5,1.0,False
BMW,2019,Used,16296.0,42888.0,4.3,Mocha ,AWD,18.0,25.0,Gasoline ,4.4,1.0,False
Chevrolet,2019,Used,46748.0,25459.0,4.8,Jet Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,False
Jaguar,2020,Used,53224.0,23500.0,4.7,Ebony / Ebony ,AWD,21.0,28.0,Gasoline ,2.96465882923282,1.0,False
Audi,2020,Used,6778.0,41495.0,4.7,Black ,AWD,23.0,31.0,Gasoline ,2.0,0.0,False
Volkswagen,2021,Used,32433.0,31900.0,4.8,Titan Black ,AWD,20.0,24.0,Gasoline ,2.0,0.0,True
Porsche,2014,Used,86866.0,32995.0,4.1,Black ,RWD,20.0,30.0,Gasoline ,2.7,1.0,False
Rivian,2022,Used,31158.0,62333.0,4.1,– ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Honda,2019,Used,28106.0,25600.0,4.1,Black ,FWD,28.0,38.0,Gasoline ,1.5,0.0,False
Jeep,2016,Used,82925.0,11647.0,4.5,Dark Slate Gray ,4WD,22.0,27.0,Gasoline ,2.4,0.0,False
Jeep,2021,Used,34590.0,26000.0,4.4,Black ,4WD,19.0,27.0,Gasoline ,3.2,0.0,True
Mercedes-Benz,2019,Used,120001.0,24991.0,4.8,– ,AWD,16.0,22.0,Gasoline ,3.0,0.0,False
Volkswagen,2014,Used,114214.0,7995.0,4.5,– ,FWD,24.0,34.0,Gasoline ,1.8,1.0,True
Kia,2017,Used,130705.0,10495.0,4.5,Black ,AWD,21.0,25.0,Gasoline ,2.4,1.0,False
BMW,2023,Used,8810.0,99800.0,4.7,Black ,AWD,13.0,18.0,Gasoline ,4.4,0.0,True
Lexus,2015,Used,71073.0,17950.0,4.9,Black ,FWD,43.0,40.0,Hybrid ,1.8,0.0,False
Alfa,2015,Used,34683.0,52800.0,4.7,Black ,RWD,24.0,34.0,Gasoline ,1.7,0.0,False
BMW,2023,Used,11837.0,48899.0,4.5,Black ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,False
Honda,2022,Used,15672.0,29299.0,4.6,Black / Red ,FWD,27.0,37.0,Gasoline ,1.5,0.0,True
Ford,2017,Used,15893.0,26995.0,4.381503720140973,Charcoal Black ,AWD,19.0,25.0,Gasoline ,2.3,0.0,others
Chevrolet,2021,Used,67594.0,27388.0,4.5,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,False
Chevrolet,2022,Used,30215.0,34795.0,4.4,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,True
Subaru,2018,Used,34230.0,31257.0,4.4,Black ,AWD,16.0,22.0,Gasoline ,2.5,0.0,False
Genesis,2023,Used,1139.0,88559.0,4.2,Black ,AWD,17.0,24.0,Gasoline ,3.5,0.0,True
Mazda,2021,Used,61644.0,20295.0,4.4,Black ,FWD,26.0,35.0,Gasoline ,2.5,1.0,True
GMC,2021,Used,18448.0,66529.0,4.5,Jet Black ,4WD,13.0,19.0,Gasoline ,6.2,0.0,others
Porsche,2023,Certified,495.0,99999.0,4.6,Black ,RWD,19.0,24.0,Gasoline ,2.5,0.0,True
Porsche,2022,Certified,7291.0,68994.0,4.6,Black ,RWD,20.0,26.0,Gasoline ,2.0,1.0,True
Nissan,2019,Used,17633.0,21900.0,4.7,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Mazda,2019,Used,26536.0,25637.0,4.7,Black ,FWD,26.0,35.0,Gasoline ,2.5,0.0,True
Mazda,2021,Used,14186.0,22412.0,4.1,Black ,FWD,26.0,35.0,Gasoline ,2.5,1.0,True
Rivian,2022,Used,20475.0,61961.0,4.7,Forest Edge ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Honda,2023,Used,3642.0,29988.0,4.5,– ,FWD,27.0,37.0,Gasoline ,1.5,1.0,True
Mercedes-Benz,2018,Used,37124.0,75991.0,4.381503720140973,Porcelain/Black ,AWD,17.0,26.0,Gasoline ,4.0,1.0,False
Honda,2019,Used,45341.0,24998.0,4.8,Black ,FWD,28.0,38.0,Gasoline ,1.5,1.0,False
Mitsubishi,2020,Used,44571.0,16400.0,4.8,Black ,FWD,24.0,30.0,Gasoline ,2.0,0.0,False
Land,2015,Used,70436.0,24997.0,4.8,Ebony ,4WD,15.0,19.0,Gasoline ,3.0,1.0,True
Land,2021,Used,44345.0,50997.0,4.8,Acorn ,4WD,17.0,20.0,Gasoline ,2.0,1.0,True
Toyota,2023,Certified,20430.0,25998.0,4.4,Black ,FWD,31.0,33.0,Gasoline ,2.0,0.0,True
Jaguar,2020,Used,34123.0,25685.0,4.8,Lunar/Light Oyster ,AWD,21.0,28.0,Gasoline ,2.0,0.0,False
Honda,2022,Used,31484.0,30998.0,4.381503720140973,Red ,FWD,27.0,37.0,Gasoline ,1.5,0.0,False
Ford,2017,Used,93916.0,19499.0,4.4,Ebony Black w/Red Accent Stitching ,4WD,16.0,22.0,Gasoline ,3.5,1.0,True
Volvo,2021,Certified,36569.0,32989.0,4.7,Blond ,AWD,21.0,32.0,Gasoline ,2.0,0.0,True
INFINITI,2021,Certified,40170.0,35987.0,4.9,Graphite ,AWD,19.0,27.0,Gasoline ,3.0,0.0,True
McLaren,2016,Used,16500.0,215800.0,4.9,Black ,RWD,16.0,22.0,Gasoline ,3.8,0.0,False
Ford,2014,Used,92742.0,9700.0,4.381503720140973,Charcoal Black ,FWD,42.0,37.0,Hybrid ,2.0,1.0,True
Mazda,2014,Used,62388.0,8945.0,4.2,Black ,FWD,0.0,0.0,Gasoline ,1.5,1.0,False
Mazda,2016,Used,132866.0,9495.0,4.381503720140973,Sand ,FWD,26.0,38.0,Gasoline ,2.5,1.0,False
Land,2018,Used,68204.0,32982.0,4.3,Ebony/Ebony/Ebony/Ebony ,4WD,17.0,0.0,Gasoline ,3.0,0.0,others
Lincoln,2017,Used,73560.0,17500.0,4.381503720140973,Ebony ,FWD,21.0,28.0,Gasoline ,2.0,0.0,False
Volkswagen,2017,Used,82198.0,19888.0,4.3,Black Anthracite ,AWD,17.0,23.0,Gasoline ,3.6,0.0,False
Honda,2019,Used,8406.0,25994.0,4.6,– ,FWD,28.0,38.0,Gasoline ,1.5,0.0,False
Jaguar,2020,Used,48631.0,24595.0,4.3,Ebony / Ebony ,AWD,21.0,28.0,Gasoline ,2.96465882923282,0.0,True
BMW,2020,Used,45273.0,47249.0,4.3,Black ,AWD,14.0,19.0,Gasoline ,3.0,0.0,False
BMW,2015,Used,76351.0,22995.0,4.4,Black ,RWD,21.0,32.0,Gasoline ,3.0,0.0,True
Honda,2022,Certified,38205.0,27999.0,4.8,Black / Red ,FWD,27.0,37.0,Gasoline ,1.5,0.0,True
Honda,2020,Used,18800.0,26999.0,4.8,– ,FWD,26.0,36.0,Gasoline ,1.5,1.0,True
Jaguar,2020,Used,11476.0,28776.0,4.4,– ,AWD,21.0,28.0,Gasoline ,2.0,1.0,True
BMW,2019,Used,18792.0,27998.0,3.8,Black ,AWD,22.0,31.0,Gasoline ,2.0,0.0,others
Nissan,2023,Used,18768.0,25690.0,4.1,Sport ,FWD,27.0,37.0,Gasoline ,2.5,0.0,True
Mazda,2017,Used,73707.0,15750.0,4.381503720140973,Black ,FWD,26.0,35.0,Gasoline ,2.5,1.0,False
Nissan,2021,Used,62185.0,16000.0,4.4,Graphite ,FWD,32.0,40.0,Gasoline ,1.6,1.0,True
Audi,2016,Used,47302.0,26880.0,4.7,– ,AWD,23.0,30.0,Gasoline ,2.0,1.0,False
Audi,2019,Used,40112.0,29450.0,4.9,Black ,AWD,22.0,27.0,Gasoline ,2.0,0.0,True
Land,2017,Used,79850.0,26950.0,4.9,– ,4WD,17.0,23.0,Gasoline ,3.0,1.0,False
Volvo,2016,Used,74584.0,19995.0,4.9,Off-Black ,AWD,19.0,26.0,Gasoline ,2.5,1.0,False
Rivian,2022,Used,21924.0,61371.0,4.1,Black Mountain ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Mazda,2020,Used,33560.0,23995.0,4.6,Black ,AWD,25.0,32.0,Gasoline ,2.5,1.0,True
Toyota,2021,Used,18516.0,26000.0,4.2,Black ,FWD,22.0,32.0,Gasoline ,3.5,1.0,False
Honda,2020,Used,23971.0,27995.0,4.2,Black ,AWD,27.0,32.0,Gasoline ,1.5,0.0,True
Nissan,2021,Used,60722.0,15777.0,4.0,Graphite ,FWD,32.0,40.0,Gasoline ,1.6,1.0,True
Mercedes-Benz,2019,Used,60970.0,82499.0,3.8,Black ,AWD,17.0,27.0,Gasoline ,2.96465882923282,0.0,True
Audi,2018,Used,38569.0,37166.0,4.381503720140973,– ,AWD,16.0,24.0,Gasoline ,4.0,1.0,False
Audi,2022,Used,10405.0,99972.0,4.7,Black ,AWD,15.0,22.0,Gasoline ,4.0,0.0,False
Mazda,2017,Used,50000.0,14800.0,4.381503720140973,Black ,FWD,20.59922502075837,28.0,Gasoline ,2.5,0.0,False
BMW,2020,Used,76256.0,27995.0,4.1,Black ,RWD,19.0,30.0,Gasoline ,3.0,1.0,True
Hyundai,2021,Used,70299.0,17575.0,4.4,Black ,FWD,27.0,37.0,Gasoline ,2.5,0.0,False
Subaru,2020,Certified,14161.0,31953.0,4.9,Desert Beige ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,True
Rivian,2023,Used,7064.0,70000.0,4.9,Ocean Coast ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Mercedes-Benz,2020,Used,55900.0,45995.0,4.381503720140973,Black ,AWD,28.0,28.0,Gasoline ,3.0,0.0,False
Kia,2014,Used,78869.0,11990.0,4.4,Black ,FWD,20.0,26.0,Gasoline ,2.4,0.0,False
Audi,2021,Used,50624.0,54912.0,4.9,Black ,AWD,15.0,21.0,Gasoline ,4.0,0.0,False
BMW,2018,Used,41079.0,34500.0,3.9,Night Blue ,AWD,16.0,25.0,Gasoline ,4.4,1.0,False
Cadillac,2014,Used,79319.0,15850.0,4.5,Medium Titanium / Jet Black ,FWD,18.0,28.0,Gasoline ,3.6,0.0,False
Chevrolet,2014,Used,24372.0,41990.0,4.8,Jet Black ,RWD,16.0,28.0,Gasoline ,6.2,1.0,False
Hyundai,2019,Used,51469.0,16790.0,4.8,Black ,FWD,26.0,35.0,Gasoline ,2.4,0.0,False
Nissan,2014,Used,28024.0,26995.0,4.4,Black ,RWD,18.0,26.0,Gasoline ,3.7,1.0,False
Audi,2017,Used,71537.0,22895.0,4.5,Black ,AWD,23.0,30.0,Gasoline ,2.0,0.0,False
Subaru,2017,Used,62575.0,28495.0,4.1,Black ,AWD,17.0,23.0,Gasoline ,2.5,0.0,True
Buick,2020,Used,20414.0,26998.0,4.381503720140973,Ebony ,AWD,20.0,25.0,Gasoline ,2.0,0.0,others
Volkswagen,2018,Used,69236.0,15988.0,4.9,Titan Black ,FWD,25.0,36.0,Gasoline ,2.0,1.0,False
Lexus,2022,Used,44152.0,42977.0,4.9,Beige ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
Lexus,2020,Used,62944.0,38495.0,4.9,Black ,AWD,18.0,25.0,Gasoline ,3.5,0.0,True
Lexus,2021,Used,16121.0,40495.0,4.9,Rioja ,AWD,19.0,26.0,Gasoline ,3.5,1.0,True
Lamborghini,2022,Used,2801.0,329895.0,4.381503720140973,Arancio Leonis ,AWD,20.59922502075837,28.0,Gasoline ,5.2,0.0,True
